data,variavel,valor,peso,subgrupo
12-2011,Farinha de mandioca,0.329,0.2029,Alimentação no domicílio
12-2012,Farinha de mandioca,1.406,0.2029,Alimentação no domicílio
12-2013,Farinha de mandioca,1.844,0.2029,Alimentação no domicílio
05-2014,Farinha de mandioca,1.224,0.2029,Alimentação no domicílio
12-1994,Vitamina e fortificante,0,0.2024,Produtos farmacêuticos. óculos e lentes
12-1995,Vitamina e fortificante,-0.028,0.2024,Produtos farmacêuticos. óculos e lentes
12-1996,Vitamina e fortificante,0.076,0.2024,Produtos farmacêuticos. óculos e lentes
12-1997,Vitamina e fortificante,0.136,0.2024,Produtos farmacêuticos. óculos e lentes
12-1998,Vitamina e fortificante,0.214,0.2024,Produtos farmacêuticos. óculos e lentes
12-1999,Vitamina e fortificante,0.265,0.2024,Produtos farmacêuticos. óculos e lentes
12-2000,Vitamina e fortificante,0.181,0.2024,Produtos farmacêuticos. óculos e lentes
12-2001,Vitamina e fortificante,0.159,0.2024,Produtos farmacêuticos. óculos e lentes
12-2002,Vitamina e fortificante,0.161,0.2024,Produtos farmacêuticos. óculos e lentes
12-2003,Vitamina e fortificante,0.208,0.2024,Produtos farmacêuticos. óculos e lentes
12-2004,Vitamina e fortificante,0.217,0.2024,Produtos farmacêuticos. óculos e lentes
12-2005,Vitamina e fortificante,0.229,0.2024,Produtos farmacêuticos. óculos e lentes
12-2006,Vitamina e fortificante,0.246,0.2024,Produtos farmacêuticos. óculos e lentes
12-2007,Vitamina e fortificante,0.191,0.2024,Produtos farmacêuticos. óculos e lentes
12-2008,Vitamina e fortificante,0.18,0.2024,Produtos farmacêuticos. óculos e lentes
12-2009,Vitamina e fortificante,0.204,0.2024,Produtos farmacêuticos. óculos e lentes
12-2010,Vitamina e fortificante,0.182,0.2024,Produtos farmacêuticos. óculos e lentes
12-2011,Vitamina e fortificante,0.143,0.2024,Produtos farmacêuticos. óculos e lentes
12-2012,Vitamina e fortificante,0.119,0.2024,Produtos farmacêuticos. óculos e lentes
12-2013,Vitamina e fortificante,0.107,0.2024,Produtos farmacêuticos. óculos e lentes
05-2014,Vitamina e fortificante,0.104,0.2024,Produtos farmacêuticos. óculos e lentes
12-1994,Móvel para copa e cozinha,0,0.2015,Móveis e utensílios
12-1995,Móvel para copa e cozinha,-0.029,0.2015,Móveis e utensílios
12-1996,Móvel para copa e cozinha,-0.054,0.2015,Móveis e utensílios
12-1997,Móvel para copa e cozinha,-0.037,0.2015,Móveis e utensílios
12-1998,Móvel para copa e cozinha,-0.063,0.2015,Móveis e utensílios
12-1999,Móvel para copa e cozinha,-0.085,0.2015,Móveis e utensílios
12-2000,Móvel para copa e cozinha,-0.045,0.2015,Móveis e utensílios
12-2001,Móvel para copa e cozinha,-0.036,0.2015,Móveis e utensílios
12-2002,Móvel para copa e cozinha,-0.016,0.2015,Móveis e utensílios
12-2003,Móvel para copa e cozinha,0.033,0.2015,Móveis e utensílios
12-2004,Móvel para copa e cozinha,0.036,0.2015,Móveis e utensílios
12-2005,Móvel para copa e cozinha,0,0.2015,Móveis e utensílios
12-2006,Móvel para copa e cozinha,-0.069,0.2015,Móveis e utensílios
12-2007,Móvel para copa e cozinha,-0.12,0.2015,Móveis e utensílios
12-2008,Móvel para copa e cozinha,-0.158,0.2015,Móveis e utensílios
12-2009,Móvel para copa e cozinha,-0.16,0.2015,Móveis e utensílios
12-2010,Móvel para copa e cozinha,-0.177,0.2015,Móveis e utensílios
12-2011,Móvel para copa e cozinha,-0.201,0.2015,Móveis e utensílios
12-2012,Móvel para copa e cozinha,-0.21,0.2015,Móveis e utensílios
12-2013,Móvel para copa e cozinha,-0.202,0.2015,Móveis e utensílios
05-2014,Móvel para copa e cozinha,-0.19,0.2015,Móveis e utensílios
12-1994,Patinho,0,0.1991,Alimentação no domicílio
12-1995,Patinho,-0.267,0.1991,Alimentação no domicílio
12-1996,Patinho,-0.345,0.1991,Alimentação no domicílio
12-1997,Patinho,-0.355,0.1991,Alimentação no domicílio
12-1998,Patinho,-0.327,0.1991,Alimentação no domicílio
12-1999,Patinho,-0.215,0.1991,Alimentação no domicílio
12-2000,Patinho,-0.252,0.1991,Alimentação no domicílio
12-2001,Patinho,-0.203,0.1991,Alimentação no domicílio
12-2002,Patinho,-0.183,0.1991,Alimentação no domicílio
12-2003,Patinho,-0.203,0.1991,Alimentação no domicílio
12-2004,Patinho,-0.234,0.1991,Alimentação no domicílio
12-2005,Patinho,-0.255,0.1991,Alimentação no domicílio
12-2006,Patinho,-0.251,0.1991,Alimentação no domicílio
12-2007,Patinho,-0.145,0.1991,Alimentação no domicílio
12-2008,Patinho,-0.02,0.1991,Alimentação no domicílio
12-2009,Patinho,-0.099,0.1991,Alimentação no domicílio
12-2010,Patinho,0.133,0.1991,Alimentação no domicílio
12-2011,Patinho,0.1,0.1991,Alimentação no domicílio
12-2012,Patinho,0.022,0.1991,Alimentação no domicílio
12-2013,Patinho,0.02,0.1991,Alimentação no domicílio
05-2014,Patinho,0.053,0.1991,Alimentação no domicílio
12-1994,Gastroprotetor,0,0.1933,Produtos farmacêuticos. óculos e lentes
12-1995,Gastroprotetor,-0.036,0.1933,Produtos farmacêuticos. óculos e lentes
12-1996,Gastroprotetor,0.055,0.1933,Produtos farmacêuticos. óculos e lentes
12-1997,Gastroprotetor,0.129,0.1933,Produtos farmacêuticos. óculos e lentes
12-1998,Gastroprotetor,0.231,0.1933,Produtos farmacêuticos. óculos e lentes
12-1999,Gastroprotetor,0.303,0.1933,Produtos farmacêuticos. óculos e lentes
12-2000,Gastroprotetor,0.245,0.1933,Produtos farmacêuticos. óculos e lentes
12-2001,Gastroprotetor,0.206,0.1933,Produtos farmacêuticos. óculos e lentes
12-2002,Gastroprotetor,0.207,0.1933,Produtos farmacêuticos. óculos e lentes
12-2003,Gastroprotetor,0.241,0.1933,Produtos farmacêuticos. óculos e lentes
12-2004,Gastroprotetor,0.199,0.1933,Produtos farmacêuticos. óculos e lentes
12-2005,Gastroprotetor,0.213,0.1933,Produtos farmacêuticos. óculos e lentes
12-2006,Gastroprotetor,0.216,0.1933,Produtos farmacêuticos. óculos e lentes
12-2007,Gastroprotetor,0.163,0.1933,Produtos farmacêuticos. óculos e lentes
12-2008,Gastroprotetor,0.13,0.1933,Produtos farmacêuticos. óculos e lentes
12-2009,Gastroprotetor,0.145,0.1933,Produtos farmacêuticos. óculos e lentes
12-2010,Gastroprotetor,0.105,0.1933,Produtos farmacêuticos. óculos e lentes
12-2011,Gastroprotetor,0.089,0.1933,Produtos farmacêuticos. óculos e lentes
12-2012,Gastroprotetor,0.072,0.1933,Produtos farmacêuticos. óculos e lentes
12-2013,Gastroprotetor,0.057,0.1933,Produtos farmacêuticos. óculos e lentes
05-2014,Gastroprotetor,0.059,0.1933,Produtos farmacêuticos. óculos e lentes
12-1994,Antigripal e antitussígeno,0,0.1906,Produtos farmacêuticos. óculos e lentes
12-1995,Antigripal e antitussígeno,-0.028,0.1906,Produtos farmacêuticos. óculos e lentes
12-1996,Antigripal e antitussígeno,0.067,0.1906,Produtos farmacêuticos. óculos e lentes
12-1997,Antigripal e antitussígeno,0.146,0.1906,Produtos farmacêuticos. óculos e lentes
12-1998,Antigripal e antitussígeno,0.28,0.1906,Produtos farmacêuticos. óculos e lentes
12-1999,Antigripal e antitussígeno,0.385,0.1906,Produtos farmacêuticos. óculos e lentes
12-2000,Antigripal e antitussígeno,0.333,0.1906,Produtos farmacêuticos. óculos e lentes
12-2001,Antigripal e antitussígeno,0.296,0.1906,Produtos farmacêuticos. óculos e lentes
12-2002,Antigripal e antitussígeno,0.28,0.1906,Produtos farmacêuticos. óculos e lentes
12-2003,Antigripal e antitussígeno,0.289,0.1906,Produtos farmacêuticos. óculos e lentes
12-2004,Antigripal e antitussígeno,0.307,0.1906,Produtos farmacêuticos. óculos e lentes
12-2005,Antigripal e antitussígeno,0.335,0.1906,Produtos farmacêuticos. óculos e lentes
12-2006,Antigripal e antitussígeno,0.396,0.1906,Produtos farmacêuticos. óculos e lentes
12-2007,Antigripal e antitussígeno,0.413,0.1906,Produtos farmacêuticos. óculos e lentes
12-2008,Antigripal e antitussígeno,0.426,0.1906,Produtos farmacêuticos. óculos e lentes
12-2009,Antigripal e antitussígeno,0.471,0.1906,Produtos farmacêuticos. óculos e lentes
12-2010,Antigripal e antitussígeno,0.432,0.1906,Produtos farmacêuticos. óculos e lentes
12-2011,Antigripal e antitussígeno,0.408,0.1906,Produtos farmacêuticos. óculos e lentes
12-2012,Antigripal e antitussígeno,0.365,0.1906,Produtos farmacêuticos. óculos e lentes
12-2013,Antigripal e antitussígeno,0.368,0.1906,Produtos farmacêuticos. óculos e lentes
05-2014,Antigripal e antitussígeno,0.372,0.1906,Produtos farmacêuticos. óculos e lentes
12-1994,Cinema,0,0.1885,Recreação e fumo
12-1995,Cinema,0.284,0.1885,Recreação e fumo
12-1996,Cinema,0.231,0.1885,Recreação e fumo
12-1997,Cinema,0.29,0.1885,Recreação e fumo
12-1998,Cinema,0.326,0.1885,Recreação e fumo
12-1999,Cinema,0.246,0.1885,Recreação e fumo
12-2000,Cinema,0.218,0.1885,Recreação e fumo
12-2001,Cinema,0.176,0.1885,Recreação e fumo
12-2002,Cinema,0.12,0.1885,Recreação e fumo
12-2003,Cinema,0.148,0.1885,Recreação e fumo
12-2004,Cinema,0.142,0.1885,Recreação e fumo
12-2005,Cinema,0.182,0.1885,Recreação e fumo
12-2006,Cinema,0.225,0.1885,Recreação e fumo
12-2007,Cinema,0.235,0.1885,Recreação e fumo
12-2008,Cinema,0.174,0.1885,Recreação e fumo
12-2009,Cinema,0.189,0.1885,Recreação e fumo
12-2010,Cinema,0.21,0.1885,Recreação e fumo
12-2011,Cinema,0.232,0.1885,Recreação e fumo
12-2012,Cinema,0.271,0.1885,Recreação e fumo
12-2013,Cinema,0.282,0.1885,Recreação e fumo
05-2014,Cinema,0.293,0.1885,Recreação e fumo
12-1994,Antialérgico e broncodilatador,0,0.1847,Produtos farmacêuticos. óculos e lentes
12-1995,Antialérgico e broncodilatador,-0.014,0.1847,Produtos farmacêuticos. óculos e lentes
12-1996,Antialérgico e broncodilatador,0.124,0.1847,Produtos farmacêuticos. óculos e lentes
12-1997,Antialérgico e broncodilatador,0.147,0.1847,Produtos farmacêuticos. óculos e lentes
12-1998,Antialérgico e broncodilatador,0.291,0.1847,Produtos farmacêuticos. óculos e lentes
12-1999,Antialérgico e broncodilatador,0.355,0.1847,Produtos farmacêuticos. óculos e lentes
12-2000,Antialérgico e broncodilatador,0.276,0.1847,Produtos farmacêuticos. óculos e lentes
12-2001,Antialérgico e broncodilatador,0.194,0.1847,Produtos farmacêuticos. óculos e lentes
12-2002,Antialérgico e broncodilatador,0.176,0.1847,Produtos farmacêuticos. óculos e lentes
12-2003,Antialérgico e broncodilatador,0.187,0.1847,Produtos farmacêuticos. óculos e lentes
12-2004,Antialérgico e broncodilatador,0.148,0.1847,Produtos farmacêuticos. óculos e lentes
12-2005,Antialérgico e broncodilatador,0.164,0.1847,Produtos farmacêuticos. óculos e lentes
12-2006,Antialérgico e broncodilatador,0.17,0.1847,Produtos farmacêuticos. óculos e lentes
12-2007,Antialérgico e broncodilatador,0.131,0.1847,Produtos farmacêuticos. óculos e lentes
12-2008,Antialérgico e broncodilatador,0.052,0.1847,Produtos farmacêuticos. óculos e lentes
12-2009,Antialérgico e broncodilatador,0.069,0.1847,Produtos farmacêuticos. óculos e lentes
12-2010,Antialérgico e broncodilatador,0.054,0.1847,Produtos farmacêuticos. óculos e lentes
12-2011,Antialérgico e broncodilatador,0.031,0.1847,Produtos farmacêuticos. óculos e lentes
12-2012,Antialérgico e broncodilatador,0.016,0.1847,Produtos farmacêuticos. óculos e lentes
12-2013,Antialérgico e broncodilatador,0.006,0.1847,Produtos farmacêuticos. óculos e lentes
05-2014,Antialérgico e broncodilatador,0.022,0.1847,Produtos farmacêuticos. óculos e lentes
12-1994,Produto para higiene bucal,0,0.1818,Cuidados pessoais
12-1995,Produto para higiene bucal,-0.132,0.1818,Cuidados pessoais
12-1996,Produto para higiene bucal,-0.184,0.1818,Cuidados pessoais
12-1997,Produto para higiene bucal,-0.215,0.1818,Cuidados pessoais
12-1998,Produto para higiene bucal,-0.202,0.1818,Cuidados pessoais
12-1999,Produto para higiene bucal,-0.164,0.1818,Cuidados pessoais
12-2000,Produto para higiene bucal,-0.211,0.1818,Cuidados pessoais
12-2001,Produto para higiene bucal,-0.168,0.1818,Cuidados pessoais
12-2002,Produto para higiene bucal,-0.171,0.1818,Cuidados pessoais
12-2003,Produto para higiene bucal,-0.161,0.1818,Cuidados pessoais
12-2004,Produto para higiene bucal,-0.21,0.1818,Cuidados pessoais
12-2005,Produto para higiene bucal,-0.237,0.1818,Cuidados pessoais
12-2006,Produto para higiene bucal,-0.268,0.1818,Cuidados pessoais
12-2007,Produto para higiene bucal,-0.292,0.1818,Cuidados pessoais
12-2008,Produto para higiene bucal,-0.303,0.1818,Cuidados pessoais
12-2009,Produto para higiene bucal,-0.302,0.1818,Cuidados pessoais
12-2010,Produto para higiene bucal,-0.32,0.1818,Cuidados pessoais
12-2011,Produto para higiene bucal,-0.328,0.1818,Cuidados pessoais
12-2012,Produto para higiene bucal,-0.314,0.1818,Cuidados pessoais
12-2013,Produto para higiene bucal,-0.335,0.1818,Cuidados pessoais
05-2014,Produto para higiene bucal,-0.331,0.1818,Cuidados pessoais
12-1994,Joia,0,0.1697,Joias. relógio de pulso
12-1995,Joia,-0.155,0.1697,Joias. relógio de pulso
12-1996,Joia,-0.147,0.1697,Joias. relógio de pulso
12-1997,Joia,-0.196,0.1697,Joias. relógio de pulso
12-1998,Joia,-0.194,0.1697,Joias. relógio de pulso
12-1999,Joia,-0.057,0.1697,Joias. relógio de pulso
12-2000,Joia,-0.066,0.1697,Joias. relógio de pulso
12-2001,Joia,0.013,0.1697,Joias. relógio de pulso
12-2002,Joia,0.154,0.1697,Joias. relógio de pulso
12-2003,Joia,0.14,0.1697,Joias. relógio de pulso
12-2004,Joia,0.045,0.1697,Joias. relógio de pulso
12-2005,Joia,-0.003,0.1697,Joias. relógio de pulso
12-2006,Joia,0.019,0.1697,Joias. relógio de pulso
12-2007,Joia,-0.014,0.1697,Joias. relógio de pulso
12-2008,Joia,0.048,0.1697,Joias. relógio de pulso
12-2009,Joia,0.203,0.1697,Joias. relógio de pulso
12-2010,Joia,0.397,0.1697,Joias. relógio de pulso
12-2011,Joia,0.584,0.1697,Joias. relógio de pulso
12-2012,Joia,0.716,0.1697,Joias. relógio de pulso
12-2013,Joia,0.775,0.1697,Joias. relógio de pulso
05-2014,Joia,0.721,0.1697,Joias. relógio de pulso
12-1994,Lingerie,0,0.1584,Roupas
12-1995,Lingerie,-0.112,0.1584,Roupas
12-1996,Lingerie,-0.155,0.1584,Roupas
12-1997,Lingerie,-0.219,0.1584,Roupas
12-1998,Lingerie,-0.229,0.1584,Roupas
12-1999,Lingerie,-0.254,0.1584,Roupas
12-2000,Lingerie,-0.283,0.1584,Roupas
12-2001,Lingerie,-0.315,0.1584,Roupas
12-2002,Lingerie,-0.354,0.1584,Roupas
12-2003,Lingerie,-0.343,0.1584,Roupas
12-2004,Lingerie,-0.328,0.1584,Roupas
12-2005,Lingerie,-0.32,0.1584,Roupas
12-2006,Lingerie,-0.324,0.1584,Roupas
12-2007,Lingerie,-0.341,0.1584,Roupas
12-2008,Lingerie,-0.357,0.1584,Roupas
12-2009,Lingerie,-0.383,0.1584,Roupas
12-2010,Lingerie,-0.397,0.1584,Roupas
12-2011,Lingerie,-0.384,0.1584,Roupas
12-2012,Lingerie,-0.395,0.1584,Roupas
12-2013,Lingerie,-0.391,0.1584,Roupas
05-2014,Lingerie,-0.403,0.1584,Roupas
12-1994,Clube,0,0.1582,Recreação e fumo
12-1995,Clube,0.251,0.1582,Recreação e fumo
12-1996,Clube,0.366,0.1582,Recreação e fumo
12-1997,Clube,0.397,0.1582,Recreação e fumo
12-1998,Clube,0.449,0.1582,Recreação e fumo
12-1999,Clube,0.4,0.1582,Recreação e fumo
12-2000,Clube,0.409,0.1582,Recreação e fumo
12-2001,Clube,0.433,0.1582,Recreação e fumo
12-2002,Clube,0.345,0.1582,Recreação e fumo
12-2003,Clube,0.382,0.1582,Recreação e fumo
12-2004,Clube,0.384,0.1582,Recreação e fumo
12-2005,Clube,0.42,0.1582,Recreação e fumo
12-2006,Clube,0.465,0.1582,Recreação e fumo
12-2007,Clube,0.509,0.1582,Recreação e fumo
12-2008,Clube,0.48,0.1582,Recreação e fumo
12-2009,Clube,0.54,0.1582,Recreação e fumo
12-2010,Clube,0.575,0.1582,Recreação e fumo
12-2011,Clube,0.622,0.1582,Recreação e fumo
12-2012,Clube,0.63,0.1582,Recreação e fumo
12-2013,Clube,0.729,0.1582,Recreação e fumo
05-2014,Clube,0.698,0.1582,Recreação e fumo
12-1994,Sabonete,0,0.158,Cuidados pessoais
12-1995,Sabonete,-0.108,0.158,Cuidados pessoais
12-1996,Sabonete,-0.163,0.158,Cuidados pessoais
12-1997,Sabonete,-0.156,0.158,Cuidados pessoais
12-1998,Sabonete,-0.146,0.158,Cuidados pessoais
12-1999,Sabonete,-0.1,0.158,Cuidados pessoais
12-2000,Sabonete,-0.1,0.158,Cuidados pessoais
12-2001,Sabonete,-0.081,0.158,Cuidados pessoais
12-2002,Sabonete,-0.047,0.158,Cuidados pessoais
12-2003,Sabonete,0.1,0.158,Cuidados pessoais
12-2004,Sabonete,0.03,0.158,Cuidados pessoais
12-2005,Sabonete,-0.071,0.158,Cuidados pessoais
12-2006,Sabonete,-0.148,0.158,Cuidados pessoais
12-2007,Sabonete,-0.157,0.158,Cuidados pessoais
12-2008,Sabonete,-0.01,0.158,Cuidados pessoais
12-2009,Sabonete,-0.026,0.158,Cuidados pessoais
12-2010,Sabonete,-0.078,0.158,Cuidados pessoais
12-2011,Sabonete,-0.04,0.158,Cuidados pessoais
12-2012,Sabonete,-0.022,0.158,Cuidados pessoais
12-2013,Sabonete,-0.06,0.158,Cuidados pessoais
05-2014,Sabonete,-0.054,0.158,Cuidados pessoais
12-1994,Suco de frutas,0,0.1578,Alimentação no domicílio
12-1995,Suco de frutas,-0.183,0.1578,Alimentação no domicílio
12-1996,Suco de frutas,-0.254,0.1578,Alimentação no domicílio
12-1997,Suco de frutas,-0.291,0.1578,Alimentação no domicílio
12-1998,Suco de frutas,-0.303,0.1578,Alimentação no domicílio
12-1999,Suco de frutas,-0.351,0.1578,Alimentação no domicílio
12-2000,Suco de frutas,-0.404,0.1578,Alimentação no domicílio
12-2001,Suco de frutas,-0.373,0.1578,Alimentação no domicílio
12-2002,Suco de frutas,-0.378,0.1578,Alimentação no domicílio
12-2003,Suco de frutas,-0.381,0.1578,Alimentação no domicílio
12-2004,Suco de frutas,-0.42,0.1578,Alimentação no domicílio
12-2005,Suco de frutas,-0.43,0.1578,Alimentação no domicílio
12-2006,Suco de frutas,-0.464,0.1578,Alimentação no domicílio
12-2007,Suco de frutas,-0.497,0.1578,Alimentação no domicílio
12-2008,Suco de frutas,-0.51,0.1578,Alimentação no domicílio
12-2009,Suco de frutas,-0.491,0.1578,Alimentação no domicílio
12-2010,Suco de frutas,-0.504,0.1578,Alimentação no domicílio
12-2011,Suco de frutas,-0.518,0.1578,Alimentação no domicílio
12-2012,Suco de frutas,-0.519,0.1578,Alimentação no domicílio
12-2013,Suco de frutas,-0.533,0.1578,Alimentação no domicílio
05-2014,Suco de frutas,-0.533,0.1578,Alimentação no domicílio
12-1994,Margarina,0,0.1565,Alimentação no domicílio
12-1995,Margarina,0.011,0.1565,Alimentação no domicílio
12-1996,Margarina,-0.071,0.1565,Alimentação no domicílio
12-1997,Margarina,-0.088,0.1565,Alimentação no domicílio
12-1998,Margarina,-0.037,0.1565,Alimentação no domicílio
12-1999,Margarina,-0.034,0.1565,Alimentação no domicílio
12-2000,Margarina,-0.108,0.1565,Alimentação no domicílio
12-2001,Margarina,-0.001,0.1565,Alimentação no domicílio
12-2002,Margarina,0.14,0.1565,Alimentação no domicílio
12-2003,Margarina,0.087,0.1565,Alimentação no domicílio
12-2004,Margarina,0.019,0.1565,Alimentação no domicílio
12-2005,Margarina,-0.085,0.1565,Alimentação no domicílio
12-2006,Margarina,-0.194,0.1565,Alimentação no domicílio
12-2007,Margarina,-0.192,0.1565,Alimentação no domicílio
12-2008,Margarina,-0.152,0.1565,Alimentação no domicílio
12-2009,Margarina,-0.217,0.1565,Alimentação no domicílio
12-2010,Margarina,-0.247,0.1565,Alimentação no domicílio
12-2011,Margarina,-0.203,0.1565,Alimentação no domicílio
12-2012,Margarina,-0.149,0.1565,Alimentação no domicílio
12-2013,Margarina,-0.18,0.1565,Alimentação no domicílio
05-2014,Margarina,-0.179,0.1565,Alimentação no domicílio
